"No.","Time","Source","Destination","Protocol","Length","Info"
"84367","528.016679","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84370","528.031321","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84374","528.048582","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84377","528.063345","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84380","528.080002","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84383","528.096778","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84386","528.112090","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84390","528.126627","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84393","528.141677","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84397","528.159868","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84400","528.175203","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84403","528.193377","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84406","528.209702","192.168.0.111","172.65.250.49","TLSv1.2","84","Application Data"
"84407","528.210596","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84411","528.232549","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84414","528.248392","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84417","528.263844","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84421","528.280041","192.168.0.111","45.7.37.1","UDP","197","51341  >  7290 Len=155"
"84425","528.299918","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84428","528.318264","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"84432","528.337398","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84435","528.354022","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84437","528.370069","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84441","528.388705","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84445","528.407830","192.168.0.111","45.7.37.1","UDP","260","51341  >  7290 Len=218"
"84448","528.425431","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84451","528.441261","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"84454","528.459139","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"84457","528.475911","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84460","528.493374","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84464","528.509600","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84467","528.525756","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84470","528.541606","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84473","528.557247","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84477","528.572205","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84481","528.589665","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84484","528.604332","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84487","528.619839","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84490","528.636412","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84492","528.652426","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84496","528.666902","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84499","528.682146","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84501","528.698498","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84505","528.713633","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84508","528.728455","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84509","528.742314","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84514","528.762680","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84518","528.786407","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"84521","528.798173","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"84523","528.806207","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84526","528.821748","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"84529","528.838563","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84532","528.854911","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84535","528.870231","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84538","528.888283","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84542","528.907391","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84545","528.924514","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"84548","528.941434","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84552","528.960087","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84555","528.976392","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84560","529.008050","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84564","529.038668","192.168.0.111","45.7.37.1","UDP","299","51341  >  7290 Len=257"
"84569","529.057227","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84572","529.073315","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84575","529.091623","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84579","529.111158","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84582","529.128637","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84585","529.145430","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84588","529.163550","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84592","529.181488","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84596","529.204141","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84599","529.223313","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84603","529.243577","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84606","529.260557","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84609","529.276759","192.168.0.111","45.7.37.1","UDP","180","51341  >  7290 Len=138"
"84612","529.295717","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84616","529.313290","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84619","529.334443","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84622","529.349529","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84625","529.365058","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84628","529.380752","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84631","529.397042","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84634","529.410094","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84637","529.423582","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84640","529.438214","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84642","529.452484","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84645","529.466085","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84648","529.478899","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84651","529.494747","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84654","529.509902","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84657","529.524424","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84660","529.539406","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84663","529.553955","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84665","529.569801","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84669","529.587284","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84672","529.604034","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84675","529.617648","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84677","529.632015","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84680","529.646932","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84683","529.659616","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84686","529.674405","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84689","529.693589","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84692","529.707804","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84695","529.719738","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84698","529.736372","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84701","529.750884","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84703","529.764520","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84706","529.777860","192.168.0.111","45.7.37.1","UDP","180","51341  >  7290 Len=138"
"84711","529.792945","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84714","529.805993","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"84715","529.807208","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84717","529.819407","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84720","529.831863","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84723","529.845625","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84726","529.859918","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84728","529.866536","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"84731","529.877311","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84734","529.894482","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84739","529.924380","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84743","529.953140","192.168.0.111","45.7.37.1","UDP","283","51341  >  7290 Len=241"
"84746","529.965788","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84754","530.013657","192.168.0.111","45.7.37.1","UDP","271","51341  >  7290 Len=229"
"84758","530.035888","192.168.0.111","45.7.37.1","UDP","254","51341  >  7290 Len=212"
"84761","530.050697","192.168.0.111","45.7.37.1","UDP","181","51341  >  7290 Len=139"
"84764","530.065153","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84767","530.084004","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"84771","530.100985","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84774","530.116402","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84777","530.131736","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84780","530.146682","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84783","530.161893","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84786","530.177168","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84789","530.192998","192.168.0.111","45.7.37.1","UDP","192","51341  >  7290 Len=150"
"84792","530.208212","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"84795","530.223340","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"84798","530.237951","192.168.0.111","45.7.37.1","UDP","181","51341  >  7290 Len=139"
"84801","530.252290","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84804","530.268324","192.168.0.111","45.7.37.1","UDP","197","51341  >  7290 Len=155"
"84807","530.283211","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84810","530.299925","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84813","530.316671","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84816","530.331661","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84819","530.345924","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84821","530.359261","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84824","530.372093","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84827","530.388529","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84830","530.403219","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84833","530.416708","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84836","530.431284","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84838","530.443712","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84841","530.459481","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84844","530.474644","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84847","530.488791","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84850","530.504104","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84853","530.520578","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84856","530.538883","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84860","530.557510","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"84863","530.574467","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84866","530.592724","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84869","530.607842","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"84872","530.621835","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84875","530.636196","192.168.0.111","45.7.37.1","UDP","181","51341  >  7290 Len=139"
"84878","530.652721","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84881","530.670831","192.168.0.111","45.7.37.1","UDP","215","51341  >  7290 Len=173"
"84885","530.689063","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84888","530.707666","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84891","530.724503","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"84894","530.740543","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84897","530.756825","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84900","530.771399","192.168.0.111","45.7.37.1","UDP","180","51341  >  7290 Len=138"
"84903","530.785852","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84906","530.801655","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"84908","530.804729","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"84910","530.816822","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"84913","530.831207","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"84916","530.844787","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"84919","530.862073","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"84922","530.878935","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84925","530.896347","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84929","530.915594","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"84932","530.936957","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"84935","530.952315","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84936","530.970229","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84941","530.984631","192.168.0.111","45.7.37.1","UDP","243","51341  >  7290 Len=201"
"84945","531.001696","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84949","531.029742","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84952","531.047212","192.168.0.111","45.7.37.1","UDP","299","51341  >  7290 Len=257"
"84956","531.063642","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84959","531.081842","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84963","531.099859","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84966","531.118821","192.168.0.111","45.7.37.1","UDP","260","51341  >  7290 Len=218"
"84969","531.135497","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84972","531.152514","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84976","531.170077","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84979","531.188776","192.168.0.111","45.7.37.1","UDP","260","51341  >  7290 Len=218"
"84982","531.205175","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84986","531.223318","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"84988","531.239103","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84992","531.254785","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"84995","531.272669","192.168.0.111","45.7.37.1","UDP","231","51341  >  7290 Len=189"
"84998","531.292652","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85002","531.312244","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85005","531.332703","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85009","531.350978","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85012","531.371372","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85016","531.391424","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85019","531.410489","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85023","531.426963","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85026","531.445501","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85029","531.463381","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85033","531.482493","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85036","531.503449","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85040","531.521523","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85043","531.537100","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85046","531.556288","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85049","531.572277","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85053","531.590710","192.168.0.111","45.7.37.1","UDP","198","51341  >  7290 Len=156"
"85056","531.607092","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85059","531.624724","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85063","531.639755","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85066","531.658488","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85068","531.662593","192.168.0.111","104.18.18.119","TLSv1.3","2252","Application Data"
"85071","531.680090","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85074","531.700966","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85080","531.722138","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85085","531.751829","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85088","531.771461","192.168.0.111","45.7.37.1","UDP","287","51341  >  7290 Len=245"
"85092","531.789041","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85095","531.805926","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85096","531.806317","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"85097","531.806425","192.168.0.111","63.251.140.21","UDP","70","18334  >  27024 Len=28"
"85100","531.823770","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85104","531.851503","192.168.0.111","45.7.37.1","UDP","432","51341  >  7290 Len=390"
"85109","531.876813","192.168.0.111","45.7.37.1","UDP","275","51341  >  7290 Len=233"
"85113","531.901853","192.168.0.111","45.7.37.1","UDP","264","51341  >  7290 Len=222"
"85116","531.920810","192.168.0.111","45.7.37.1","UDP","236","51341  >  7290 Len=194"
"85124","531.946345","192.168.0.111","104.18.18.119","TCP","54","50547  >  443 [ACK] Seq=37723 Ack=30344 Win=131584 Len=0"
"85130","531.967250","192.168.0.111","45.7.37.1","UDP","226","51341  >  7290 Len=184"
"85134","531.988063","192.168.0.111","104.18.18.119","TCP","54","50547  >  443 [ACK] Seq=37723 Ack=30371 Win=131328 Len=0"
"85136","531.997635","192.168.0.111","45.7.37.1","UDP","322","51341  >  7290 Len=280"
"85140","532.021606","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85147","532.068763","192.168.0.111","45.7.37.1","UDP","311","51341  >  7290 Len=269"
"85150","532.088236","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85154","532.109511","192.168.0.111","45.7.37.1","UDP","209","51341  >  7290 Len=167"
"85158","532.132310","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85163","532.159827","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85167","532.182220","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"85171","532.204690","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85176","532.234025","192.168.0.111","45.7.37.1","UDP","247","51341  >  7290 Len=205"
"85179","532.252442","192.168.0.111","45.7.37.1","UDP","253","51341  >  7290 Len=211"
"85182","532.269503","192.168.0.111","45.7.37.1","UDP","218","51341  >  7290 Len=176"
"85187","532.298214","192.168.0.111","45.7.37.1","UDP","236","51341  >  7290 Len=194"
"85193","532.335045","192.168.0.111","45.7.37.1","UDP","294","51341  >  7290 Len=252"
"85199","532.371330","192.168.0.111","45.7.37.1","UDP","266","51341  >  7290 Len=224"
"85202","532.392592","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85206","532.411260","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85209","532.434385","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85213","532.456800","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85217","532.475401","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85220","532.496189","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85225","532.520692","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85228","532.537191","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85230","532.553893","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85234","532.571925","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85238","532.591983","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85241","532.613428","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85245","532.633799","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85248","532.652979","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85252","532.672673","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85256","532.698905","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85260","532.722496","192.168.0.111","45.7.37.1","UDP","277","51341  >  7290 Len=235"
"85264","532.745499","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85268","532.763449","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85271","532.779127","192.168.0.111","45.7.37.1","UDP","208","51341  >  7290 Len=166"
"85274","532.798457","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85275","532.799426","192.168.0.111","63.251.140.21","UDP","74","18334  >  27024 Len=32"
"85278","532.814183","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"85281","532.829808","192.168.0.111","45.7.37.1","UDP","142","51341  >  7290 Len=100"
"85285","532.849788","192.168.0.111","45.7.37.1","UDP","199","51341  >  7290 Len=157"
"85288","532.865050","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85291","532.880531","192.168.0.111","45.7.37.1","UDP","170","51341  >  7290 Len=128"
"85294","532.900077","192.168.0.111","45.7.37.1","UDP","187","51341  >  7290 Len=145"
"85297","532.918475","192.168.0.111","45.7.37.1","UDP","226","51341  >  7290 Len=184"
"85302","532.946186","192.168.0.111","45.7.37.1","UDP","237","51341  >  7290 Len=195"
"85306","532.965071","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85309","532.981620","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85312","533.002959","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85316","533.021355","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85319","533.039159","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85322","533.059317","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85326","533.080482","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85329","533.102150","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85333","533.120202","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85338","533.143020","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85341","533.158739","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85344","533.172252","192.168.0.111","45.7.37.1","UDP","192","51341  >  7290 Len=150"
"85347","533.189275","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85348","533.207945","192.168.0.111","45.7.37.1","UDP","260","51341  >  7290 Len=218"
"85355","533.228618","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85358","533.246000","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85361","533.264337","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85364","533.279789","192.168.0.111","45.7.37.1","UDP","231","51341  >  7290 Len=189"
"85368","533.298658","192.168.0.111","45.7.37.1","UDP","232","51341  >  7290 Len=190"
"85371","533.318735","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85375","533.335691","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85378","533.355121","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85381","533.373381","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
"85385","533.396266","192.168.0.111","45.7.37.1","UDP","221","51341  >  7290 Len=179"
"85389","533.417378","192.168.0.111","45.7.37.1","UDP","249","51341  >  7290 Len=207"
